,intent_loss,intent_acc,set
0,1.4630697943977515,0.6279612657996212,train
1,0.7793027275720417,0.8101347016171816,valid
2,0.5052748611027779,0.868104789922049,train
3,0.5499842824692753,0.8669018597462148,valid
4,0.3748005574345898,0.9012190904581029,train
5,0.4884783592340348,0.8861449644533467,valid
6,0.3211267508248155,0.9166954867921856,train
7,0.4320163285602278,0.8909557411653862,valid
